SIGNAL2,B,C,D
270,0.00939,480,5.10964E4
272,0.0094,248,2.63796E4
274,0.00939,232,2.47008E4
276,0.0094,240,2.5545E4
278,0.00939,200,2.12893E4
280,0.0094,296,3.14934E4
282,0.0094,212,2.25599E4
284,0.0094,184,1.95761E4
286,0.0094,216,2.29738E4
288,0.0094,304,3.23322E4
290,0.0094,296,3.14947E4
292,0.0094,228,2.42646E4
294,0.0094,276,2.93555E4
296,0.00941,236,2.50872E4
298,0.00939,272,2.89645E4
300,0.0094,316,3.36013E4
302,0.00941,256,2.7212E4
304,0.0094,356,3.78595E4
306,0.0094,396,4.21438E4
308,0.0094,364,3.87267E4
310,0.0094,356,3.78546E4
312,0.0094,344,3.66004E4
314,0.0094,360,3.82848E4
316,0.0094,292,3.10678E4
318,0.0094,360,3.83109E4
320,0.0094,372,3.9561E4
322,0.00941,368,3.91256E4
324,0.0094,424,4.5093E4
326,0.0094,448,4.76454E4
328,0.00939,372,3.95997E4
330,0.0094,364,3.87251E4
332,0.0094,392,4.17021E4
334,0.00939,364,3.87531E4
336,0.0094,396,4.2133E4
338,0.0094,396,4.21205E4
340,0.0094,344,3.65786E4
342,0.00939,400,4.25804E4
344,0.0094,456,4.85354E4
346,0.00939,400,4.25876E4
348,0.00939,420,4.47132E4
350,0.0094,440,4.68264E4
352,0.00939,408,4.34468E4
354,0.0094,396,4.21366E4
356,0.0094,380,4.0441E4
358,0.0094,388,4.12625E4
360,0.0094,428,4.55164E4
362,0.0094,408,4.34172E4
364,0.0094,384,4.08354E4
366,0.0094,432,4.59653E4
368,0.0094,456,4.8523E4
370,0.0094,416,4.42704E4
372,0.0094,452,4.80831E4
374,0.0094,392,4.16879E4
376,0.0094,464,4.93596E4
378,0.0094,520,5.53168E4
380,0.0094,436,4.63711E4
382,0.00939,460,4.89737E4
384,0.00939,476,5.06706E4
386,0.0094,508,5.4038E4
388,0.0094,420,4.4698E4
390,0.00939,388,4.13047E4
392,0.00939,352,3.74867E4
394,0.00939,388,4.13294E4
396,0.0094,452,4.80994E4
398,0.00939,472,5.02534E4
400,0.00939,436,4.64482E4
402,0.00939,452,4.81404E4
404,0.00939,384,4.09068E4
406,0.0094,380,4.0441E4
408,0.00939,372,3.96031E4
410,0.0094,444,4.72521E4
412,0.00939,404,4.30227E4
414,0.00939,384,4.08824E4
416,0.00939,412,4.38877E4
418,0.0094,304,3.23446E4
420,0.00939,372,3.96082E4
422,0.0094,264,2.80899E4
424,0.0094,380,4.04204E4
426,0.0094,352,3.74659E4
428,0.0094,316,3.36213E4
430,0.0094,404,4.29989E4
